[PDE] ENT_NAME,[PDE] VAR_NAME,[PDE] VAR_BUSNAME,[PDE] VAR_DESCRIPTION,[PDE] VAR_USAGE,Name,Source,Construct,Construct Referent,Construct Form,Construct Framework,Performance Type,SDAD VAR_NAME,Data Type,Item Stem,Item Text,Item Number,Operational Definition,Item Definition,Response Format,Response Values,Reverse Coded,Source Scale,Citation,Comments,EDA Performed,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability
GAT_SOLDIERS_20_V2,Q4727,"Physical, How often do you have a drink containing alcohol?, Q4727",How often do you have a drink containing alcohol?,Never; Monthly or less; 2 to 4 times a month; 2 to 3 times a week; 4 or more times a week,GAT 2.0 (Soldier),ASRRD,alcohol use,individual,behavioral,performance,counterproductive,na,designed,na,How often do you have a drink containing alcohol?,Q4727,Assesses alcohol usage and abuse behaviors.,,likert,0 = never; 1 = monthly or less; 2 = 2 to 4 times a month; 3 = 2 to 3 times a week; 4 = 4 or more times a week,no,The Alcohol Use Disorders Identification Test - Consumption (AUDIT-C); ,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4729,"Physical, How often do you have six or more drinks on one occasion?, Q4729",How often do you have six or more drinks on one occasion?,Never; Less than monthly; Monthly; Weekly; Daily or almost daily,GAT 2.0 (Soldier),ASRRD,alcohol use,individual,behavioral,performance,counterproductive,na,designed,na,How often do you have six or more drinks on one occasion?,Q4729,Assesses alcohol usage and abuse behaviors.,,likert,0 = never; 1 = less than monthly; 2 = monthly; 3 = weekly; 4 = daily or almost daily,no,The Alcohol Use Disorders Identification Test - Consumption (AUDIT-C); ,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4726,"Physical, How often do you take prescription or over-the-counter (OTC) medications to help you sleep?, Q4726",How often do you take prescription or over-the-counter (OTC) medications to help you sleep?,Everyday; Almost everyday; Seldom/Rarely; Never,GAT 2.0 (Soldier),ASRRD,sleep habits,individual,behavioral,state,na,na,designed,na,How often do you take prescription or over-the-counter (OTC) medications to help you sleep?,Q4726,Assesses the sleep habits of Soldiers.,,likert,0 = never; 1 = seldom/rarely; 2 = almost everyday; 3 = everyday,no,Behavioral Risk Factor Surveillance System (BRFSS); National Health Inverview Survey (NHIS); Pittsburgh Insomnia Rating Scale (PIRS-2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4750,"Physical, How often do you text while driving?, Q4750",How often do you text while driving?,Never; Rarely; Occasionally; Frequently,GAT 2.0 (Soldier),ASRRD,risk factors,individual,behavioral,performance,counterproductive,na,designed,na,How often do you text while driving?,Q4750,Assesses past behaviors and family history that could be risk factors for Soldiers.,,likert,1 = never; 2 = rarely; 3 = occasionally; 5 = frequently,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4919,"Physical, How old is your biological father?  (Enter your best guess if you're not sure.), Q4919",This element represents a specific question on the survey.,How old is your biological father?  (Enter your best guess if youre not sure.),GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,na,How old is your biological father?  (Enter your best guess if youre not sure.),Q4919,Assesses past behaviors and family history that could be risk factors for Soldiers.,,free response,numerical,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4920,"Physical, How old is your biological mother?  (Enter your best guess if you're not sure.), Q4920",This element represents a specific question on the survey.,How old is your biological mother?  (Enter your best guess if youre not sure.),GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,na,How old is your biological mother?  (Enter your best guess if youre not sure.),Q4920,Assesses past behaviors and family history that could be risk factors for Soldiers.,,free response,numerical,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4883,"Physical, I don't know., Q4883","Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)? I don't know.",Yes; No,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,"Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)?",I don't know.,Q4883,Assesses past behaviors and family history that could be risk factors for Soldiers.,,dichotomous,0 = no; 1 = yes,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4882,"Physical, I have no parent with CHD., Q4882","Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)? I have no parent with CHD.",Yes; No,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,"Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)?",I have no parent with CHD.,Q4882,Assesses past behaviors and family history that could be risk factors for Soldiers.,,dichotomous,0 = no; 1 = yes,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4881,"Physical, I have no siblings with CHD., Q4881","Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)? I have no siblings with CHD.",Yes; No,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,"Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)?",I have no siblings with CHD.,Q4881,Assesses past behaviors and family history that could be risk factors for Soldiers.,,dichotomous,0 = no; 1 = yes,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4766,"Physical, I have smoked for a total of:, Q4766",I have smoked for a total of:,1 month; 2 months; 3 months; 4 months; 5 months; 6 months; 7 months; 8 months; 9 months; 10 months; 11 months; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24 years; 25 years; 26 years; 27 years; More than 28 years,GAT 2.0 (Soldier),ASRRD,tobacco use,individual,behavioral,state,na,na,designed,na,I have smoked for a total of:,Q4766,Assesses tobacco usage and abuse.,,likert,1 = 1 month; 2 = 2 months; 3 = 3 months; 4 = 4 months; 5 = 5 months; 6 = 6 months; 7 = 7 months; 8 = 8 months; 9 = 9 months; 10 = 10 months; 11 = 11 months; 12 = 1 year; 13 = 2 years; 14 = 3 years; 15 = 4 years; 16 = 5 years; 17 = 6 years; 18 = 7 years; 19 = 8 years; 20 = 9 years; 21 = 10 years; 22 = 11 years; 23 = 12 years; 24 = 13 years; 25 = 14 years; 26 = 15 years; 27 = 16 years; 29 = 17 years; 30 = 18 years; 31 = 19 years; 32 = 20 years; 33 = 21 years; 34 = 22 years; 35 = 23 years; 36 = 24 years; 37 = 25 years; 38 = 26 years; 39 = 27 years; 40 = more than 28 years,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4768,"Physical, I have smoked for a total of:, Q4768",I have smoked for a total of:,1 month; 2 months; 3 months; 4 months; 5 months; 6 months; 7 months; 8 months; 9 months; 10 months; 11 months; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24 years; 25 years; 26 years; 27 years; More than 28 years,GAT 2.0 (Soldier),ASRRD,tobacco use,individual,behavioral,state,na,na,designed,na,I have smoked for a total of:,Q4768,Assesses tobacco usage and abuse.,,likert,1 = 1 month; 2 = 2 months; 3 = 3 months; 4 = 4 months; 5 = 5 months; 6 = 6 months; 7 = 7 months; 8 = 8 months; 9 = 9 months; 10 = 10 months; 11 = 11 months; 12 = 1 year; 13 = 2 years; 14 = 3 years; 15 = 4 years; 16 = 5 years; 17 = 6 years; 18 = 7 years; 19 = 8 years; 20 = 9 years; 21 = 10 years; 22 = 11 years; 23 = 12 years; 24 = 13 years; 25 = 14 years; 26 = 15 years; 27 = 16 years; 29 = 17 years; 30 = 18 years; 31 = 19 years; 32 = 20 years; 33 = 21 years; 34 = 22 years; 35 = 23 years; 36 = 24 years; 37 = 25 years; 38 = 26 years; 39 = 27 years; 40 = more than 28 years,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4771,"Physical, I smoked for a total of:, Q4771",I smoked for a total of:,1 month; 2 months; 3 months; 4 months; 5 months; 6 months; 7 months; 8 months; 9 months; 10 months; 11 months; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24 years; 25 years; 26 years; 27 years; More than 28 years,GAT 2.0 (Soldier),ASRRD,tobacco use,individual,behavioral,state,na,na,designed,na,I smoked for a total of:,Q4771,Assesses tobacco usage and abuse.,,likert,1 = 1 month; 2 = 2 months; 3 = 3 months; 4 = 4 months; 5 = 5 months; 6 = 6 months; 7 = 7 months; 8 = 8 months; 9 = 9 months; 10 = 10 months; 11 = 11 months; 12 = 1 year; 13 = 2 years; 14 = 3 years; 15 = 4 years; 16 = 5 years; 17 = 6 years; 18 = 7 years; 19 = 8 years; 20 = 9 years; 21 = 10 years; 22 = 11 years; 23 = 12 years; 24 = 13 years; 25 = 14 years; 26 = 15 years; 27 = 16 years; 29 = 17 years; 30 = 18 years; 31 = 19 years; 32 = 20 years; 33 = 21 years; 34 = 22 years; 35 = 23 years; 36 = 24 years; 37 = 25 years; 38 = 26 years; 39 = 27 years; 40 = more than 28 years,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4773,"Physical, I smoked for a total of:, Q4773",I smoked for a total of:,1 month; 2 months; 3 months; 4 months; 5 months; 6 months; 7 months; 8 months; 9 months; 10 months; 11 months; 1 year; 2 years; 3 years; 4 years; 5 years; 6 years; 7 years; 8 years; 9 years; 10 years; 11 years; 12 years; 13 years; 14 years; 15 years; 16 years; 17 years; 18 years; 19 years; 20 years; 21 years; 22 years; 23 years; 24 years; 25 years; 26 years; 27 years; More than 28 years,GAT 2.0 (Soldier),ASRRD,tobacco use,individual,behavioral,state,na,na,designed,na,I smoked for a total of:,Q4773,Assesses tobacco usage and abuse.,,likert,1 = 1 month; 2 = 2 months; 3 = 3 months; 4 = 4 months; 5 = 5 months; 6 = 6 months; 7 = 7 months; 8 = 8 months; 9 = 9 months; 10 = 10 months; 11 = 11 months; 12 = 1 year; 13 = 2 years; 14 = 3 years; 15 = 4 years; 16 = 5 years; 17 = 6 years; 18 = 7 years; 19 = 8 years; 20 = 9 years; 21 = 10 years; 22 = 11 years; 23 = 12 years; 24 = 13 years; 25 = 14 years; 26 = 15 years; 27 = 16 years; 29 = 17 years; 30 = 18 years; 31 = 19 years; 32 = 20 years; 33 = 21 years; 34 = 22 years; 35 = 23 years; 36 = 24 years; 37 = 25 years; 38 = 26 years; 39 = 27 years; 40 = more than 28 years,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4748,"Physical, In the next 12 months, do you think you will drive or ride on a motorcycle?, Q4748","In the next 12 months, do you think you will drive or ride on a motorcycle?",Yes; No,GAT 2.0 (Soldier),ASRRD,risk factors,individual,behavioral,state,na,na,designed,"In the next 12 months,",Do you think you will drive or ride on a motorcycle?,Q4748,Assesses past behaviors and family history that could be risk factors for Soldiers.,,dichotomous,0 = no; 1 = yes,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4724,"Physical, In the past week, how much were you bothered by: Lack of energy because of poor sleep., Q4724","In the past week, how much were you bothered by: Lack of energy because of poor sleep.",Not at all bothered; Slightly bothered; Moderately bothered; Severely bothered,GAT 2.0 (Soldier),ASRRD,sleep habits,individual,behavioral,state,na,na,designed,"In the past week,",How much were you bothered by: Lack of energy because of poor sleep.,Q4724,Assesses the sleep habits of Soldiers.,,likert,0 = not at all bothered; 1 = slightly bothered; 2 = moderately bothered; 3 = severely bothered,no,Behavioral Risk Factor Surveillance System (BRFSS); National Health Inverview Survey (NHIS); Pittsburgh Insomnia Rating Scale (PIRS-2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4744,"Physical, Is your biological father alive? (Enter your best guess if you're not sure.), Q4744",Is your biological father alive? (Enter your best guess if you're not sure.),Yes; No; I don't know.,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,na,Is your biological father alive? (Enter your best guess if you're not sure.),Q4744,Assesses past behaviors and family history that could be risk factors for Soldiers.,,categorical,0 = no; 1 = yes; -88 = I don't know.,no,,,has an I don't know option,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4745,"Physical, Is your biological mother alive? (Enter your best guess if you're not sure.), Q4745",Is your biological mother alive? (Enter your best guess if you're not sure.),Yes; No; I don't know.,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,na,Is your biological mother alive? (Enter your best guess if you're not sure.),Q4745,Assesses past behaviors and family history that could be risk factors for Soldiers.,,categorical,0 = no; 1 = yes; -88 = I don't know.,no,,,has an I don't know option,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4893,"Physical, Month:, Q4893", Month:,January; February; March; April; May; June; July; August; September; October; November; December,GAT 2.0 (Soldier),ASRRD,date,individual,attribute,trait,na,na,designed,na,Month:,Q4893,Reported date of event.,,categorical,1 = January; 2 = February; 3 = March; 4 = April; 5 = May; 6 = June;7 = July; 8 = August; 9 = September; 10 = October; 11= November; 12 = December,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4756,"Physical, Nuts, Q4756",How many servings of each of the following do you have per week? Nuts,Rarely or Never; 4 or more Times per Week; 1 Time per Week; 2 Times per Month; 2 or 3 Times per Week; 1 Time per Month,GAT 2.0 (Soldier),ASRRD,dietary nutrition,individual,behavioral,state,na,na,designed,How many servings of each of the following do you have per week?,Nuts,Q4756,Assesses the dietary nutrition of Soldiers.,,likert,0 = rarely or never; 1 = 1 time per month; 2 = 2 times per month; 3 = 1 time per week; 4 = 2 to 3 times per week; 5 = 4 or more times per week,no,DOD Survey of Health Related Behaviors (SHRB) 2005; Tyson Grier 4th Infantry Division 4th Brigade Physical Training and Injury Pre-Deployment Survey (2011),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4720,"Physical, On a scale of zero to ten, select the one number that describes how pain has interfered with your usual ACTIVITY during the past 30 days:, Q4720","On a scale of zero to ten, select the one number that describes how pain has interfered with your usual ACTIVITY during the past 30 days:","No pain - 0; Hardly notice pain - 1; Notice pain, does not interfere with activities - 2; Sometimes distracts me - 3; Distracts me, can do usual activities - 4; Interrupts some activities - 5; Hard to ignore, avoid usual activities - 6; Focus of attention, prevents doing daily activities -7; Awful, hard to do anything - 8; Can't bear the pain, unable to do anything -9; As bad as it could be, nothing else matters - 10",GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,"On a scale of zero to ten, select the one number that describes",How pain has interfered with your usual ACTIVITY during the past 30 days,Q4720,Assesses levels of physical activity of the Soldier.,,likert,"0 = no pain; 1 = hardly notice pain; 2 = notice pain, does not interfere with activities; 3 = sometimes distracts me; 4 = distracts me, can do usual activities; 5 = interrupts some activities; 6 = hard to ignore, avoid usual activities; 7 = focus of attention, prevents doing daily activities; 8 = awful, hard to do anything; 9 = can't bear the pain, unable to do anything; 10 = as bad as it could be, nothing else matters",no,Army Public Health Command (APHC); VA Pain Supplemental Questions,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4715,"Physical, On average, how many days per week did you perform the light activity in the last 30 days?, Q4715","On average, how many days per week did you perform the light activity in the last 30 days?",1; 2; 3; 4; 5; 6; 7; 0,GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On average,How many days per week did you perform the light activity in the last 30 days?,Q4715,Assesses levels of physical activity of the Soldier.,,likert,"1042 = NA = 0 -> 0; 
8 = NA = 1 -> 1;
9 = NA = 2 -> 2;
10 = NA = 3 -> 3;
11 = NA = 4 -> 4;
12 = NA = 5 -> 5;
13 = NA = 6 -> 6;
14 = NA = 7 -> 7;",no,Army Public Health Command (APHC); VA Pain Supplemental Questions,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4714,"Physical, On average, how many days per week did you perform the moderate activity in the last 30 days?, Q4714","On average, how many days per week did you perform the moderate activity in the last 30 days?",1; 2; 3; 4; 5; 6; 7; 0,GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On average,How many days per week did you perform the moderate activity in the last 30 days?,Q4714,Assesses levels of physical activity of the Soldier.,,likert,"1042 = NA = 0 -> 0; 
8 = NA = 1 -> 1;
9 = NA = 2 -> 2;
10 = NA = 3 -> 3;
11 = NA = 4 -> 4;
12 = NA = 5 -> 5;
13 = NA = 6 -> 6;
14 = NA = 7 -> 7;",no,Army Public Health Command (APHC); VA Pain Supplemental Questions,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4716,"Physical, On average, how many days per week did you perform the resistance training activity in the last 30 days?, Q4716","On average, how many days per week did you perform the resistance training activity in the last 30 days?",1; 2; 3; 4; 5; 6; 7; 0,GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On average,How many days per week did you perform the resistance training activity in the last 30 days?,Q4716,Assesses levels of physical activity of the Soldier.,,likert,"1042 = 1 = 0 -> 0; 
8 = 2 = 1 -> 1;
9 = 5 = 2 -> 2;
10 = 5 = 3 -> 3;
11 = 5 = 4 -> 4;
12 = 3 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 2 = 7 -> 7;",no,Army Public Health Command (APHC); VA Pain Supplemental Questions,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4713,"Physical, On average, how many days per week did you perform the vigorous activity in the last 30 days?, Q4713","On average, how many days per week did you perform the vigorous activity in the last 30 days?",1; 2; 3; 4; 5; 6; 7; 0,GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On average,How many days per week did you perform the vigorous activity in the last 30 days?,Q4713,Assesses levels of physical activity of the Soldier.,,likert,"1042 = NA = 0 -> 0; 
8 = NA = 1 -> 1;
9 = NA = 2 -> 2;
10 = NA = 3 -> 3;
11 = NA = 4 -> 4;
12 = NA = 5 -> 5;
13 = NA = 6 -> 6;
14 = NA = 7 -> 7;",no,Army Public Health Command (APHC); VA Pain Supplemental Questions,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4759,"Physical, On days that you exercised, how many minutes per day did you spend performing the light activity?, Q4759",This element represents a specific question on the survey.,"On days that you exercised, how many minutes per day did you spend performing the light activity?",GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On days that you exercised,How many minutes per day did you spend performing the light activity?,Q4759,Assesses levels of physical activity of the Soldier.,,free response,text,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4758,"Physical, On days that you exercised, how many minutes per day did you spend performing the moderate activity?, Q4758",This element represents a specific question on the survey.,"On days that you exercised, how many minutes per day did you spend performing the moderate activity?",GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On days that you exercised,How many minutes per day did you spend performing the moderate activity?,Q4758,Assesses levels of physical activity of the Soldier.,,free response,text,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4760,"Physical, On days that you exercised, how many minutes per day did you spend performing the resistance training activity?, Q4760",This element represents a specific question on the survey.,"On days that you exercised, how many minutes per day did you spend performing the resistance training activity?",GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On days that you exercised,How many minutes per day did you spend performing the resistance training activity?,Q4760,Assesses levels of physical activity of the Soldier.,,free response,text,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4757,"Physical, On days that you exercised, how many minutes per day did you spend performing the vigorous activity?, Q4757",This element represents a specific question on the survey.,"On days that you exercised, how many minutes per day did you spend performing the vigorous activity?",GAT 2.0 (Soldier),ASRRD,physical activity,individual,behavioral,state,na,na,designed,On days that you exercised,How many minutes per day did you spend performing the vigorous activity?,Q4757,Assesses levels of physical activity of the Soldier.,,free response,text,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4880,"Physical, One or both parents., Q4880","Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)? One or both parents.",Yes; No,GAT 2.0 (Soldier),ASRRD,risk factors,individual,attribute,situational,na,na,designed,"Which of your family members have had a heart attack, bypass surgery, angioplasty, or another treatment for physician-diagnosed coronary heart disease (CHD)?",One or both parents.,Q4880,Assesses past behaviors and family history that could be risk factors for Soldiers.,,dichotomous,0 = no; 1 = yes,no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4700,"Physical, Over the last 30 days, how often did you eat FISH: tuna, salmon, or other non-fried fish?, Q4700"," Over the last 30 days, how often did you eat FISH: tuna, salmon, or other non-fried fish?",Rarely or Never; 4 or more Times per Week; 2 to 3 Times per Week; 1 Time per Week; 2 Times per Month; 1 Time per  Month,GAT 2.0 (Soldier),ASRRD,dietary nutrition,individual,behavioral,state,na,na,designed,"Over the last 30 days, how often did you eat","FISH: tuna, salmon, or other non-fried fish?",Q4700,Assesses the dietary nutrition of Soldiers.,Assesses fish intake of Soldiers.,likert,0 = rarely or never; 1 = 1 time per month; 2 = 2 times per month; 3 = 1 time per week; 4 = 2 to 3 times per week; 5 = 4 or more times per week,no,DOD Survey of Health Related Behaviors (SHRB) 2005; Tyson Grier 4th Infantry Division 4th Brigade Physical Training and Injury Pre-Deployment Survey (2011),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4725,"Physical, Over the past week, how would you rate your satisfaction with your sleep?, Q4725","Over the past week, how would you rate your satisfaction with your sleep?",Excellent; Good; Fair; Poor,GAT 2.0 (Soldier),ASRRD,sleep habits,individual,behavioral,state,na,na,designed,"Over the past week,",How would you rate your satisfaction with your sleep?,Q4725,Assesses the sleep habits of Soldiers.,,likert,0 = poor; 1 = fair; 2 = good; 3 = excellent,no,Behavioral Risk Factor Surveillance System (BRFSS); National Health Inverview Survey (NHIS); Pittsburgh Insomnia Rating Scale (PIRS-2),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4712,"Physical, Performance-Enhancing/Body Building Products such as Hydroxymethyl Butyrate/HMB, NO2 Enhancers, Synephrine/ Citrus aurantium, Jack3d, OxyElite Pro, NO Xplode, Cellucor, Hemo Rage Black, Musc","In the past 12 months, how often did you take any of the following supplements? (Note: only a few examples of each category are listed, many more are possible.) Performance-Enhancing/Body Building Products such as Hydroxymethyl Butyrate/HMB, NO2 Enhancers, Synephrine/ Citrus aurantium, Jack3d, OxyElite Pro, NO Xplode, Cellucor, Hemo Rage Black, Muscle Warfare, Napalm, Nitric Blast, synephrine/citrus aurantium, C4",One Serving a Day; One Serving Every Other Day; One Serving a Week; One Serving a Month; Never in the Past 12 Months; 2 or More Servings a Day,GAT 2.0 (Soldier),ASRRD,nutritional supplements,individual,behavioral,state,na,na,designed,"In the past 12 months, how often did you take any of the following supplements? (Note: only a few examples of each category are listed, many more are possible.)","Performance-Enhancing/Body Building Products such as Hydroxymethyl Butyrate/HMB, NO2 Enhancers, Synephrine/ Citrus aurantium, Jack3d, OxyElite Pro, NO Xplode, Cellucor, Hemo Rage Black, Muscle Warfare, Napalm, Nitric Blast, synephrine/citrus aurantium, C4",Q4712,Assesses the nutritional supplement intake of Soldiers.,Assesses body-building supplement intake of Soldiers.,likert,0 = never in the past 12 months; 1 = one serving a month; 2 = one serving a week; 3 = one serving every other day;  4 = one serving a day; 5 = 2 or more servings a day,no,DOD Survey of Health Related Behaviors (SHRB) 2005; Tyson Grier 4th Infantry Division 4th Brigade Physical Training and Injury Pre-Deployment Survey (2011),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4747,"Physical, Please enter below the total miles that you will DRIVE AND RIDE AS A PASSENGER in a car, van or truck in the next 12 months. DO NOT include ANY miles where you are on a bus, subway or train.",This element represents a specific question on the survey.,"Please enter below the total miles that you will DRIVE AND RIDE AS A PASSENGER in a car, van or truck in the next 12 months. DO NOT include ANY miles where you are on a bus, subway or train. If you NEVER drive or ride in a car, truck or van, enter 0. NOTE",GAT 2.0 (Soldier),ASRRD,risk factors,individual,behavioral,state,na,na,designed,na,"Please enter below the total miles that you will DRIVE AND RIDE AS A PASSENGER in a car, van or truck in the next 12 months. DO NOT include ANY miles where you are on a bus, subway or train.",Q4747,Assesses past behaviors and family history that could be risk factors for Soldiers.,,free response,numerical,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4749,"Physical, Please enter below the total miles that you will ride on NON-MOTORIZED BICYCLE in the next 12 months. If you NEVER ride bike, enter 0., Q4749",This element represents a specific question on the survey.,"Please enter below the total miles that you will ride on NON-MOTORIZED BICYCLE in the next 12 months. If you NEVER ride bike, enter 0.",GAT 2.0 (Soldier),ASRRD,risk factors,individual,behavioral,state,na,na,designed,na,"Please enter below the total miles that you will ride on NON-MOTORIZED BICYCLE in the next 12 months. If you NEVER ride bike, enter 0.",Q4749,Assesses past behaviors and family history that could be risk factors for Soldiers.,,free response,numerical,na,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
